,Date,Minimum temperature (C),Evaporation (mm),9am relative humidity (%),9am cloud amount (oktas),3pm relative humidity (%),3pm wind speed (km/h),avg_demand
181,22/09/2021,0.136094674556213,0.20279720279720276,0.3623188405797102,0.125,0.3924050632911392,0.31249999999999994,7215.876041666666
182,24/09/2021,0.3491124260355029,0.20279720279720276,0.24637681159420288,0.0,0.11392405063291139,0.5416666666666666,6744.323333333333
183,25/09/2021,0.4615384615384615,0.3216783216783216,0.0,0.125,0.5443037974683544,0.7291666666666666,6461.868750000001
184,26/09/2021,0.3017751479289941,0.2587412587412587,0.46376811594202905,0.875,0.49367088607594933,0.37499999999999994,6945.917499999999
185,27/09/2021,0.23076923076923078,0.15384615384615383,0.6231884057971016,0.875,0.40506329113924056,0.37499999999999994,7212.410625000003
186,28/09/2021,0.2840236686390532,0.20279720279720276,0.49275362318840576,0.25,0.5822784810126582,0.31249999999999994,7037.642500000002
187,29/09/2021,0.4911242603550296,0.20279720279720276,0.46376811594202905,0.75,0.9113924050632912,0.1875,7513.900000000001
188,30/09/2021,0.514792899408284,0.006993006993006992,0.6376811594202898,0.625,0.5443037974683544,0.22916666666666666,7081.635833333334
189,1/10/2021,0.5325443786982249,0.1818181818181818,0.7246376811594204,1.0,0.569620253164557,0.4583333333333333,6989.536423611116
190,2/10/2021,0.3609467455621302,0.24475524475524474,0.5217391304347826,0.125,0.620253164556962,0.31249999999999994,6510.421875000001
191,3/10/2021,0.42011834319526636,0.1608391608391608,1.0,0.125,0.25316455696202533,0.31249999999999994,6070.739409722219
192,4/10/2021,0.5443786982248522,0.15384615384615383,0.6086956521739131,0.125,0.189873417721519,0.37499999999999994,5984.094861111108
193,5/10/2021,0.4142011834319527,0.34265734265734266,0.26086956521739135,0.25,0.03797468354430383,0.6041666666666666,6583.063923611112
194,6/10/2021,0.33727810650887574,0.1748251748251748,0.33333333333333337,0.0,0.2784810126582279,0.37499999999999994,6621.811597222224
195,7/10/2021,0.408284023668639,0.2657342657342657,0.1159420289855072,0.75,0.0,0.41666666666666663,6758.258090277776
196,9/10/2021,0.44970414201183434,0.2727272727272727,0.7681159420289856,0.875,0.430379746835443,0.1875,6262.165868055556
197,10/10/2021,0.6153846153846154,0.2657342657342657,0.5072463768115942,0.875,0.8227848101265823,0.6875,6456.15197916667
198,11/10/2021,0.2662721893491125,0.1608391608391608,0.9130434782608696,1.0,0.8607594936708861,0.31249999999999994,7459.192777777776
199,12/10/2021,0.3017751479289941,0.07692307692307691,0.5072463768115942,0.875,0.45569620253164556,0.41666666666666663,7798.462951388886
200,13/10/2021,0.46745562130177515,0.11188811188811187,0.9710144927536233,1.0,0.8987341772151899,0.6041666666666666,7625.622534722223
201,14/10/2021,0.5088757396449703,0.13286713286713284,0.7391304347826086,0.875,0.7088607594936709,0.4583333333333333,7169.504062499992
202,16/10/2021,0.40236686390532544,0.2797202797202797,0.2898550724637682,0.375,0.189873417721519,0.5416666666666666,6286.52045138889
203,17/10/2021,0.3964497041420118,0.20979020979020976,0.30434782608695654,0.125,0.379746835443038,0.35416666666666663,5970.40868055556
204,18/10/2021,0.38461538461538464,0.2797202797202797,0.7826086956521738,0.125,0.26582278481012656,0.41666666666666663,6657.162708333336
205,19/10/2021,0.5029585798816569,0.2727272727272727,0.49275362318840576,0.375,0.5949367088607596,0.5833333333333334,6864.797013888889
206,21/10/2021,0.44970414201183434,0.19580419580419578,0.8405797101449275,0.25,0.44303797468354433,0.31249999999999994,7009.500173611112
207,22/10/2021,0.5621301775147929,0.22377622377622375,0.8115942028985508,0.375,0.5316455696202532,0.31249999999999994,6870.280555555553
208,23/10/2021,0.6094674556213018,0.23776223776223773,0.855072463768116,0.125,0.6455696202531646,0.41666666666666663,6518.656423611112
209,24/10/2021,0.6331360946745563,0.21678321678321677,0.6521739130434783,0.75,0.4177215189873418,0.49999999999999994,6130.361909722222
210,25/10/2021,0.4437869822485208,0.22377622377622375,0.681159420289855,0.375,0.3924050632911392,0.41666666666666663,6717.404444444447
211,26/10/2021,0.408284023668639,0.3496503496503496,0.49275362318840576,0.25,0.379746835443038,0.41666666666666663,6773.899166666669
