,Date,Minimum temperature (C),Rainfall (mm),Speed of maximum wind gust (km/h),9am cloud amount (oktas),3pm MSL pressure (hPa),avg_demand
245,7/12/2021,0.7357512953367875,0.028384707060646934,0.18749999999999997,0.875,0.46619217081850195,6425.922916666667
246,8/12/2021,0.8134715025906736,0.028384707060646934,0.45833333333333337,1.0,0.480427046263344,6549.938055555557
247,9/12/2021,0.7046632124352332,0.028384707060646934,0.45833333333333337,0.125,0.25622775800711395,6500.988611111108
248,10/12/2021,0.7253886010362693,0.07793345008756568,0.35416666666666663,0.375,0.24911032028469293,6521.351493055564
249,11/12/2021,0.6062176165803108,0.028384707060646934,0.35416666666666663,0.0,0.3843416370106709,5832.047187500004
250,12/12/2021,0.7461139896373055,0.0,0.35416666666666663,0.5,0.462633451957295,5820.485902777775
251,13/12/2021,0.7202072538860103,0.0,0.35416666666666663,0.375,0.4021352313167199,6246.771909722222
252,14/12/2021,0.689119170984456,0.0,0.3125,0.125,0.370106761565836,6174.330729166662
253,15/12/2021,0.6580310880829014,0.0,0.18749999999999997,0.125,0.4021352313167199,6243.322013888889
254,16/12/2021,0.7202072538860103,0.0,0.18749999999999997,0.25,0.41637010676156194,6499.725208333336
255,17/12/2021,0.7720207253886009,0.0,0.22916666666666666,0.5,0.5444839857651189,6587.257013888889
256,18/12/2021,0.7461139896373055,0.0070052539404553416,0.22916666666666666,0.375,0.590747330960852,6231.469826388888
